frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
34,1554714432,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.00144892,0.599963,1.27995e-05,-0.116223,-0.115498,0.961402,0.221041,-12.7159,-73.726,-5.06114,0.247187,0.0337504,0.96826,-0.0152158,-29.6581,-64.6728,59.3395,-7.70797,1.71478,5.09665,0,0,0
35,1554714451,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.0012079,0.599963,0.000816192,-0.11511,-0.116083,0.961512,0.220835,-12.7159,-73.726,-5.06114,0.248457,0.0323506,0.967986,-0.0150257,-29.6436,-64.7905,59.2276,-7.70797,1.71478,5.09665,0,0,0
36,1554714462,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.00185062,0.599963,-0.000308558,-0.115725,-0.116224,0.961439,0.220761,-12.7159,-73.726,-5.06114,0.249325,0.0314738,0.967797,-0.0146831,-29.6387,-64.8297,59.1903,-7.70797,1.71478,5.09665,0,0,0
37,1554714473,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.00100706,0.599963,0.000575175,-0.114554,-0.116375,0.961567,0.220733,-12.7159,-73.726,-5.06114,0.250187,0.0306224,0.96761,-0.0141384,-29.629,-64.908,59.1156,-7.70797,1.71478,5.09665,0,0,0
38,1554714492,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.0020113,0.599963,0.000575175,-0.114612,-0.116808,0.961548,0.220555,-12.7159,-73.726,-5.06114,0.251914,0.0287021,0.967215,-0.0144851,-29.629,-64.908,59.1156,-7.70797,1.71478,5.09665,0,0,0
39,1554714503,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.00213181,0.599963,0.000293987,-0.113858,-0.117146,0.961626,0.220428,-12.783,-73.726,-5.06638,0.252788,0.0278013,0.967016,-0.0143446,-29.629,-64.908,59.1156,-7.59852,1.71478,5.10519,0,0,0
40,1554714513,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.0016096,0.599963,1.27995e-05,-0.112489,-0.117343,0.961775,0.220375,-12.8501,-73.726,-5.07165,0.25302,0.0273737,0.966971,-0.014078,-29.5306,-64.9472,59.0904,-7.48909,1.71478,5.11378,0,0,0
41,1554714529,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,0,0.599799,0.00221215,0.599963,0.000133308,-0.112489,-0.117343,0.961775,0.220375,-12.8501,-73.726,-5.07165,0.253258,0.0269205,0.966923,-0.0140132,-29.4371,-64.9472,59.1025,-7.48909,1.71478,5.11378,0,0,0
42,1554714534,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,1,0.599799,0.00124807,0.599963,0.000655514,-0.111178,-0.118203,0.961744,0.220718,-12.9173,-73.726,-5.07695,0.254364,0.0255929,0.966674,-0.0136051,-29.3387,-64.9863,59.0772,-7.37965,1.71478,5.12242,0,0,0
43,1554714542,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.164817,0.677531,0.679139,-0.229255,0.0998084,-0.0660121,-0.11157,1,0.599799,0.00261384,0.599963,0.000253817,-0.110423,-0.118541,0.961818,0.22059,-12.9844,-73.726,-5.08228,0.254364,0.0255929,0.966674,-0.0136051,-29.3387,-64.9863,59.0772,-7.27022,1.71478,5.1311,0,0,0
