frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
24,1516642600,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.181637,0.722396,0.636536,-0.199932,0.100001,-0.0659815,-0.111488,1,0.599963,0.0070325,0.599963,0.000575175,-0.0753402,-0.0924926,0.962318,0.244362,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
25,1516642611,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.181759,0.729039,0.630324,-0.195338,0.100002,-0.0659917,-0.111482,1,0.599963,0.00667098,0.599963,0.000976871,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
26,1516642631,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.181151,0.743016,0.617036,-0.185414,0.0999932,-0.0660124,-0.111477,1,0.599963,0.00683165,0.600126,0.000374326,-0.0753402,-0.0924926,0.962318,0.244362,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
27,1516642641,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.180386,0.750717,0.609552,-0.179809,0.0999833,-0.0660233,-0.111478,1,0.599963,0.00711284,0.599963,0.000213648,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
28,1516642662,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178976,0.764545,0.595488,-0.169799,0.0999583,-0.0660437,-0.111484,1,0.599963,0.0070325,0.600289,-0.000308558,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
29,1516642671,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178665,0.767144,0.592771,-0.167905,0.0999525,-0.0660473,-0.111485,1,0.599963,0.00735386,0.600289,0.000253817,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
30,1516642681,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178169,0.773154,0.586287,-0.163577,0.0999389,-0.0660537,-0.111491,1,0.599963,0.00647013,0.600126,0.000293987,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
31,1516642690,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.177993,0.779103,0.579542,-0.159526,0.099923,-0.066063,-0.111495,1,0.599963,0.00711284,0.600126,0.000816192,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
32,1516642711,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178176,0.78906,0.567632,-0.153073,0.0998906,-0.06608,-0.111503,1,0.599963,0.0065103,0.599963,0.000655514,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238237,0.0350135,0.951208,0.192926,4.12368,-84.9524,13.9539,-1.5853,0.168015,0.54723,0,0,0
33,1516642721,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.178208,0.792856,0.562985,-0.150563,0.0998767,-0.0660849,-0.111508,1,0.599963,0.00711284,0.600126,0.000334157,-0.0759553,-0.0926488,0.96227,0.244303,36.899,-83.6566,-3.65326,0.238754,0.0346731,0.951074,0.193009,4.12353,-84.8983,13.9476,-1.5853,0.168015,0.54723,0,0,0
