frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
46,1554102664,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.149066,0.794618,0.586988,-0.0425099,0.0935338,-0.0624519,-0.10952,1,0.595226,-0.00353211,0.590489,-0.000147879,-0.00686056,-0.0475125,0.950589,0.306717,17.4559,-96.8032,-14.0748,0.138395,0.0627479,0.983914,0.0939253,-55.8382,-79.8609,34.5814,-0.0239454,-1.73876,-0.211622,1.37148,8.0898,3.62321
47,1554102677,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.147907,0.793996,0.588137,-0.0422985,0.0931107,-0.0622788,-0.10947,1,0.595226,-0.00361245,0.590325,0.000575175,-0.0050078,-0.0464881,0.950411,0.307461,17.4559,-96.8032,-14.0748,0.137715,0.0606858,0.984226,0.0930107,-54.3689,-79.7664,35.1175,-0.0239454,-1.73876,-0.211622,1.37148,8.0898,3.62321
48,1554102704,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.143875,0.792288,0.591465,-0.0418281,0.0917836,-0.0617465,-0.109326,1,0.595226,-0.00369279,0.590325,0.000615344,-0.00270266,-0.0447065,0.950239,0.308286,17.5193,-96.8032,-14.082,0.13498,0.0537545,0.985341,0.0894105,-49.2677,-79.4502,36.867,-0.127347,-1.73876,-0.199901,1.37148,8.0898,3.62321
49,1554102737,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.139116,0.790828,0.59457,-0.0415288,0.0904184,-0.0612172,-0.109209,1,0.595226,-0.00361245,0.590489,0.000334157,-0.00143988,-0.0434745,0.94966,0.310247,17.5193,-96.8032,-14.082,0.131555,0.0478002,0.98635,0.0867295,-44.707,-79.0779,38.3571,-0.127347,-1.73876,-0.199901,1.37148,8.0898,3.62321
50,1554102738,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.136828,0.79024,0.595885,-0.0414619,0.0898065,-0.060984,-0.109155,1,0.595226,-0.00401415,0.590652,0.000173478,-0.00140996,-0.0430279,0.949469,0.310895,17.5193,-96.8032,-14.082,0.131686,0.0463238,0.986448,0.0862184,-43.96,-79.0141,38.6072,-0.127347,-1.73876,-0.199901,1.37148,8.0898,3.62321
51,1554102773,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.130876,0.788962,0.598909,-0.0414584,0.0883128,-0.0604301,-0.109046,1,0.595226,-0.00353211,0.590489,-6.75398e-05,-0.000800205,-0.0424496,0.949139,0.311983,17.5254,-96.7941,-14.0288,0.128942,0.0399656,0.987361,0.0830356,-39.2018,-78.4345,40.1346,-0.137199,-1.75365,-0.286656,1.37148,8.0898,3.62321
52,1554102778,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.129483,0.788715,0.599535,-0.0414902,0.0879807,-0.0603092,-0.109023,1,0.595226,-0.00309025,0.590489,0.000615344,-0.000174835,-0.0418449,0.948745,0.313261,17.5254,-96.7941,-14.0288,0.127338,0.0388822,0.987652,0.0825579,-38.1875,-78.2614,40.407,-0.137199,-1.75365,-0.286656,1.37148,8.0898,3.62321
53,1554102798,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.126662,0.788223,0.60078,-0.0415416,0.0873227,-0.0600713,-0.108974,1,0.595226,-0.00369279,0.590489,9.31388e-05,0.000431588,-0.0416447,0.948744,0.313288,17.5254,-96.7941,-14.0288,0.126616,0.0367195,0.987923,0.0814095,-36.6774,-77.8828,40.8898,-0.137199,-1.75365,-0.286656,1.37148,8.0898,3.62321
54,1554102824,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.120157,0.787097,0.603575,-0.041692,0.0858768,-0.0595583,-0.108852,1,0.595226,-0.0038133,0.590325,0.000494835,0.00186938,-0.0408538,0.948549,0.313978,17.4624,-96.8483,-14.017,0.123111,0.0304933,0.988786,0.0788423,-33.3081,-76.842,41.9511,-0.138045,-1.66528,-0.294106,1.37148,8.0898,3.62321
55,1554102857,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.113601,0.786174,0.606026,-0.0419311,0.0845783,-0.0590993,-0.108696,1,0.595226,-0.00292957,0.590489,0.000173478,0.00368827,-0.0402516,0.948544,0.314055,17.4624,-96.8483,-14.017,0.12152,0.0231911,0.989405,0.0759851,-30.6182,-75.4617,42.9243,-0.034606,-1.66528,-0.305832,1.37148,8.0898,3.62321
56,1554102859,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.111593,0.785932,0.606705,-0.0420408,0.0842132,-0.0589694,-0.108641,1,0.595226,-0.00365262,0.590325,0.000695683,0.00367611,-0.0402948,0.948342,0.31466,17.4624,-96.8483,-14.017,0.121108,0.0207292,0.989571,0.0751771,-29.7702,-74.9504,43.198,-0.034606,-1.66528,-0.305832,1.37148,8.0898,3.62321
57,1554102868,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.110638,0.785828,0.60701,-0.0420991,0.0840464,-0.0589097,-0.108612,1,0.595226,-0.00413466,0.590489,-0.000228218,0.00429456,-0.0400509,0.948541,0.314081,17.4624,-96.8483,-14.017,0.120413,0.0186524,0.989806,0.0737346,-29.0075,-74.4388,43.4551,-0.034606,-1.66528,-0.305832,1.37148,8.0898,3.62321
